published;title;summary;link
Mon, 29 Jun 2020 13:08:26 +0300;#GTMTips: Fix Container Preview In Google Chrome's Incognito Mode;Since updating to Google Chrome 83, you might have noticed that Google Tag Manager&rsquo s Preview mode no longer works when browsing Chrome in Incognito mode.. This is because starting with Chrome 83, third-party cookies are blocked by default in Incognito windows.. Google Tag Manager uses third-party cookies to serve browsers in Preview mode with the container draft rather than the live container.. There&rsquo s a simple workaround to make sure Preview mode continues working for any site you want to browse in Preview mode.;https://www.simoahava.com/gtm-tips/fix-preview-google-chrome-incognito-mode/
Sun, 28 Jun 2020 07:51:19 +0000;Userpilot - Custom Tag Template;The is an <strong>unofficial</strong> template for Userpilot. The tag can be used to identify users (with an ID and associated properties), reload Userpilot and re-evaluate page state, track custom events, and trigger specific Userpilot content for the user, regardless of targeting conditions.;https://www.simoahava.com/custom-templates/userpilot/
Wed, 24 Jun 2020 18:18:52 +0300;No - Safari 14 Does Not Block Google Analytics;Let me start by proclaiming with clarity and sincerity:.  No, Safari 14 (or any other version of Safari) will not block Google Analytics from loading and running on a website..  In the midst of Apple&rsquo s yearly Worldwide Developers Conference, the company showcased some of the privacy improvements to the upcoming version of the Safari web browser (version 14)..  In fact, the biggest revelation was the new Privacy Report, which is designed to elucidate how much the browser is working towards mitigating the damage caused by cross-site trackers.;https://www.simoahava.com/analytics/no-safari-does-not-block-google-analytics/
Mon, 15 Jun 2020 07:00:00 +0300;Cookie Audit With Google BigQuery;On New Year&rsquo s Eve 2018, I published an article which instructed how to scrape pages of a site and write the results into Google BigQuery. I considered it to be a cool way to build your own web scraper, as it utilized the power and scale of the Google Cloud platform combined with the flexibility of a headless crawler built on top of Puppeteer.. In today&rsquo s article, I&rsquo m revisiting this solution in order to share with you its latest version, which includes a feature that you might find extremely useful when auditing the cookies that are dropped on your site.;https://www.simoahava.com/google-cloud/cookie-audit-with-google-bigquery/
Sun, 07 Jun 2020 07:51:19 +0000;User Distributor - Custom Tag Template;You can use this tag to randomly assign users to buckets, and then to store this information in a first-party cookie. This is useful for quick A/B tests and for creating samples or cohorts of your visitors.;https://www.simoahava.com/custom-templates/user-distributor/
Thu, 04 Jun 2020 07:51:19 +0000;Facebook Customer Chat - Custom Tag Template;This is an <strong>unofficial</strong> template for the Facebook Customer Chat SDK. You can use it to load the chat SDK and to attach event handlers to the API events.;https://www.simoahava.com/custom-templates/facebook-customer-chat/
Fri, 29 May 2020 12:43:16 +0300;Google Optimize Anti-flicker Snippet Delay Test;Recently I published an article on how to set up an impact test for the &ldquo flicker effect&rdquo omnipresent in client-side A/B-testing tools. Be sure to check out that article first to get some context to what we&rsquo re going to be talking about here..  In this short follow-up, I&rsquo ll show you how to measure the average time of the anti-flicker snippet delaying page visibility, if you choose to deploy the snippet.;https://www.simoahava.com/analytics/optimize-anti-flicker-snippet-delay-test/
Tue, 26 May 2020 07:51:19 +0000;Snowplow Analytics - Custom Tag Template;This is the <strong>official</strong> template for the Snowplow Analytics SDK. It supports the full spread of features for the JavaScript tracker, with a few exceptions due to the sandbox of custom templates.;https://www.simoahava.com/custom-templates/snowplow-analytics/
Tue, 19 May 2020 09:00:00 +0300;Simple Way To Measure A/B Test Flicker Impact;&ldquo Flickering&rdquo or &ldquo Flash Of Original Content&rdquo (FOOC) is a phenomenon where there&rsquo s a (typically) slight but observable delay in the browser updating the site or element layout if the user is included in a variant group for experimentation. This manifests in the original, unmodified element being rendered in the visible portion of the page before the experiment library updates it with the variant.. There are ways to mitigate the flicker:;https://www.simoahava.com/analytics/simple-way-measure-a-b-test-flicker-impact/
Thu, 14 May 2020 07:51:19 +0000;Snowplow Analytics Settings - Custom Variable Template;This template is meant to be used with the Snowplow Analytics tag template. It generates a tracker configuration object for the tag, thus removing the need to configure the tracker manually for every single Snowplow Analytics tag in the container.;https://www.simoahava.com/custom-templates/snowplow-analytics-settings/
Thu, 14 May 2020 09:00:00 +0300;Snowplow Analytics Templates For Google Tag Manager;When custom templates were released for Google Tag Manager, I updated my workflow for working with GTM. Instead of instinctively rushing to the Custom HTML tag and the Custom JavaScript variable, I started considering whether the custom script that needed to be deployed could be transformed into a custom template first.. While publishing numerous templates into the community gallery, I always spent some time over the past 12 months tinkering on an extremely complicated template translation: the Snowplow Analytics JavaScript tracker.;https://www.simoahava.com/analytics/snowplow-analytics-templates-google-tag-manager/
Mon, 11 May 2020 09:55:16 +0300;Track Interactions In The Shadow DOM Using Google Tag Manager;The shadow DOM is a way to add HTML structures to the web page so that they remain isolated from the rest of the document object model (DOM). It&rsquo s a popular concept with web components, as it allows for encapsulation of web structures so that they aren&rsquo t affected by style declarations of the parent tree, for example..  However, being such a &ldquo hidden&rdquo structure, anything that happens in the shadow DOM is also hidden from Google Tag Manager&rsquo s listeners.;https://www.simoahava.com/analytics/track-interactions-in-shadow-dom-google-tag-manager/
Wed, 06 May 2020 14:37:05 +0300;#GTMTips: Use An All Events Trigger For More Control;One of the most versatile triggers in Google Tag Manager is the Custom Event trigger. As its name indicates, you can use it to fire your tags when an event is pushed into dataLayer.. This process is at the heart of GTM&rsquo s dataLayer system. And it&rsquo s not just custom events. Every single trigger type in Google Tag Manager uses the event key in a dataLayer.push(), which is why you&rsquo ll see events like gtm.;https://www.simoahava.com/gtm-tips/use-all-events-trigger-more-control/
Sat, 25 Apr 2020 07:51:19 +0000;IP Geolocation API - Custom Tag Template;This is an <strong>unofficial</strong> template for the IP Geolocation API. With this API, you can query for geolocation data using the user&rsquo s (or a custom) IP address. This information is then written into dataLayer.;https://www.simoahava.com/custom-templates/ip-geolocation-api/
Fri, 24 Apr 2020 14:39:51 +0300;#GTMTips: Use gtag.js Parameters In Google Tag Manager;With the proliferation of gtag.js implementations, we can see that there&rsquo s a small-ish paradigm shift in how to implement Google&rsquo s stack of marketing tools.. As adding gtag.js snippets to the site code becomes more and more common (to cater to things like early Optimize loading), you might be at a point where you have lots of interesting information stored in the gtag.js queue but no way to access it in your Google Tag Manager tags and variables.;https://www.simoahava.com/gtm-tips/use-gtag-js-parameters-google-tag-manager/
Mon, 20 Apr 2020 07:51:19 +0000;Persist Campaign Data - Custom Tag Template;This tag stores the page <strong>referrer</strong> and <strong>URL parameters</strong> in a browser cookie. This cookie can be used, for example, on conversion pages or after the user has given consent to attribute the session to the correct campaign. The template also stores the original location of the page to overcome the rogue referral problem on single-page applications.;https://www.simoahava.com/custom-templates/persist-campaign-data/
Mon, 20 Apr 2020 07:51:19 +0000;Qualaroo - Custom Tag Template;This is an <strong>unofficial</strong> template for Qualaroo. You can use this template to initialize the <strong>Google Analytics integration</strong>, and you can use all of the available Qualaroo JavaScript APIs as well.;https://www.simoahava.com/custom-templates/qualaroo/
Wed, 15 Apr 2020 07:00:31 +0000;Custom Templates for Google Tag Manager;One of my passion projects has been to create custom templates for Google Tag Manager&rsquo s community template gallery.. On this page, I&rsquo ll list all the custom templates I&rsquo ve created for the gallery, as well as provide a link to each template&rsquo s individual documentation page.. Do you need help with your template? If you want to commission me for help building your custom template, please contact me at simo (at) simoahava.;https://www.simoahava.com/custom-templates/
Wed, 08 Apr 2020 13:57:43 +0300;#GTMTips: Why Does The Google Analytics Tag Show 'Failed';I&rsquo ve covered the more pervasive issue with tags not firing in Google Tag Manager in my article on the &ldquo Still Running&rdquo status. However, there&rsquo s an additional problem you might face with Google Analytics: tags that show status Failed, and which refuse to send any data to Google Analytics.. There are a couple of possible reasons for this, and we&rsquo ll explore them in this article..  Note that any tag type in Google Tag Manager can signal Failed.;https://www.simoahava.com/gtm-tips/google-analytics-tag-failed/
Fri, 03 Apr 2020 07:51:19 +0000;YouTube iframe API loader - Custom Tag Template;The is an <strong>unofficial</strong> template for the YouTube Iframe API. A tag created with this template loads the YouTube Iframe API on the page. This is necessary if you want to track interactions in lazy-loaded or dynamically added videos with Google Tag Manager&rsquo s native YouTube video trigger.;https://www.simoahava.com/custom-templates/youtube-iframe-api-loader/
Fri, 27 Mar 2020 14:55:54 +0200;#GTMTips: Simple Way To Exclude Internal Visits From Google Analytics;With so many people working from home or remotely in these turbulent times, it&rsquo s time to revisit one of my oldest articles, and discuss the options you have for excluding or segmenting internal traffic in Google Analytics.. The traditional method of IP address exclusion is not necessarily the best option anymore, unless all your employees use a specific VPN to connect to the site.. In this article, we&rsquo ll go through some of the tools you have at your disposal.;https://www.simoahava.com/analytics/simple-way-exclude-internal-visits-google-analytics/
Tue, 24 Mar 2020 15:24:05 +0200;The New cookieFlags Setting In Google Analytics;With the enforcement of SameSite settings in the latest versions of Google Chrome, it&rsquo s become a mad scramble to get cookies working across first-party and third-party contexts. I&rsquo ve covered this phenomenon before in my SameSite article, as well as in my guide for setting up cookieless tracking for iframes.. Recently, Google Analytics updated its libraries (App+Web, gtag.js, and analytics.js) with a new setting: cookieFlags (analytics.js) or cookie_flags (App+Web and gtag.js).;https://www.simoahava.com/analytics/cookieflags-field-google-analytics/
Fri, 13 Mar 2020 09:00:00 +0200;#GTMTips: Keep iOS And Android Firebase Containers In Sync;With iOS and Android containers available for Google Tag Manager, it&rsquo s tempting to add GTM as an integration into an existing Firebase setup for your apps. It&rsquo s also a fine way to get acquainted with Firebase in the first place, as it has a plethora of features to make application development easier.. Furthermore, with the advent of App + Web, there&rsquo s even more incentive to integrate your app with Firebase.;https://www.simoahava.com/analytics/keep-ios-android-firebase-containers-sync/
Mon, 09 Mar 2020 09:00:40 +0200;Send Hits To The Past With Google Analytics;One of the hard-and-fast rules in Google Analytics is that once hits have been collected and processed into your data properties, those hits are untouchable. This means that if you mistakenly collect duplicate or incorrect transactions, PII traffic, or referral spam, for example, it&rsquo s extremely difficult, if not downright impossible, to purge or change this data in Google Analytics.. Another staple of Google Analytics&rsquo strict schema is that displacing hits in time is also very difficult.;https://www.simoahava.com/analytics/send-hits-past-google-analytics/
Mon, 02 Mar 2020 09:00:00 +0200;Create Slack Notification System For Google Tag Manager Changes;Until recently, I had a feature on GTM Tools that polled the user&rsquo s Google Tag Manager container(s) for a recently published version. If one was found, a notification was sent to a Slack app, which forwarded it to a workspace and channel of the user&rsquo s choice.. This was fine, except for the fact that polling the GTM and Slack APIs for dozens upon dozens of containers is a total resource hog, and the only way I can maintain GTM Tools is it doesn&rsquo t have API leaks like that.;https://www.simoahava.com/analytics/create-slack-notification-system-google-tag-manager-changes/
Wed, 19 Feb 2020 09:00:38 +0200;Cookieless Tracking For Cross-site Iframes;Updated 15 April 2020: Fix the message forwarder to properly clone objects before they are passed to postMessage.  Here I am, back with &lt iframe&gt and cross-domain tracking. I&rsquo ve published a couple of articles before on the topic, with my upgraded solution being the most recent one. These articles tackle the general problem of passing the Client ID from the parent to the &lt iframe&gt .. By doing so, the &lt iframe&gt can take the Client ID from the frame URL and create the _ga cookie in the &lt iframe&gt , allowing hits from the parent and the &lt iframe&gt to use the same Client ID.;https://www.simoahava.com/analytics/cookieless-tracking-cross-site-iframes/
Mon, 10 Feb 2020 09:34:32 +0200;#GTMTips: Collect ISP As A Custom Dimension In Google Analytics;Update 6 April 2020: I updated the template in the gallery to the latest version of the IP Geolocation API SDK, which no longer requires jQuery. Also, the SDK now handles API request caching to browser storage automatically, so the &ldquo Enable Session Storage&rdquo option was added to the template..  Google Analytics had been foreshadowing the deprecation of the Network Domain and Service Provider custom dimensions since late 2019. On February 4, the plug was finally pulled, and both these dimensions started flatlining to (not set) in Google Analytics reports.;https://www.simoahava.com/gtm-tips/collect-isp-custom-dimension-google-analytics/
Tue, 28 Jan 2020 09:00:14 +0200;The Custom HTML Tag Guide For Google Tag Manager;One of the most prominent features of Google Tag Manager since the dawn of time (actually, late 2012) is the Custom HTML tag. This little piece of magic lets Google Tag Manager inject an HTML element to the page. Since time immemorial (still late 2012), it&rsquo s allowed us to turn Google Tag Manager from a sandboxed prisoner of the native tag templates to a no-holds-barred client-side content management solution..  In this article, we&rsquo ll discuss how the Custom HTML tag works, and what you might be tempted to use it for.;https://www.simoahava.com/analytics/custom-html-tag-guide-google-tag-manager/
Wed, 15 Jan 2020 09:43:29 +0200;CDNJS Hosted Libraries Template For Google Tag Manager;One of the prime things to use Google Tag Manager for is script injection. Loading a third-party JavaScript library is trivial to do with a Custom HTML tag, and works like a charm.. However, using Custom HTML tags for, well, anything, is no longer the preferred way to add custom code to the site. Custom HTML tags are pretty expensive DOM injections, and they can be incredibly dangerous tools (for UX, security, and privacy) in the wrong and/or inexperienced hands.;https://www.simoahava.com/analytics/cdnjs-hosted-libraries-template-google-tag-manager/
Wed, 08 Jan 2020 09:00:00 +0200;Fetch IP Geolocation Data Using Google Tag Manager;Update 6 April 2020: I updated the template in the gallery to the latest version of the IP Geolocation API SDK, which no longer requires jQuery. Also, the SDK now handles API request caching to browser storage automatically, so the &ldquo Enable Session Storage&rdquo option was added to the template..  My latest custom tag template tackles a use case I&rsquo ve referred to a number of times before, especially in my article on sending weather data to Google Analytics.;https://www.simoahava.com/analytics/fetch-ip-geolocation-data-using-google-tag-manager/
Mon, 06 Jan 2020 07:51:19 +0000;CDNJS - Hosted Libraries - Custom Tag Template;Use this template to load hosted libraries from the CDNJS content distribution network.;https://www.simoahava.com/custom-templates/cdnjs-hosted-libraries/
Tue, 17 Dec 2019 14:00:02 +0200;#GTMTips: Chrome Samesite Warnings For Google Tag Manager;Update 17 February 2020: Google Tag Manager&rsquo s Preview mode cookies have been updated with the necessary flags, so they will not break once SameSite enforcement begins..  If you&rsquo ve opened the browser console in Google Chrome (since Chrome 76), you might have seen a bunch of warnings in a yellow background related to something called a SameSite cookie attribute that is either missing or incompletely set for cookies set on external domains.;https://www.simoahava.com/gtm-tips/chrome-samesite-warnings-google-tag-manager/
Thu, 12 Dec 2019 07:51:19 +0000;URL 2.0 - Custom Variable Template;This template can be used to replace the built-in URL variable type. It has additional options, such as building the string from different URL components, and for parsing the URL fragment for key-value parameters as well.;https://www.simoahava.com/custom-templates/url-2-0/
Wed, 04 Dec 2019 11:52:35 +0200;Persist Campaign Data On The Landing Page;Universal Analytics utilizes two components (by default) to attribute a browser session to a specific campaign: query parameters in the URL and the referrer string.. The page URL is sent with every hit to Google Analytics using the Document location field, which also translates to the &amp dl parameter in the Measurement Protocol.. The referrer string is sent with a hit to Google Analytics using the Document referrer field, as long as the referrer hostname does not exactly match that of the current page and the referrer string is not empty.;https://www.simoahava.com/analytics/persist-campaign-data-landing-page/
Sat, 30 Nov 2019 07:51:19 +0000;String from array of objects - Custom Variable Template;This template takes an array of objects, and produces a string where the values of one of the given keys in these objects is concatenated into a single string.;https://www.simoahava.com/custom-templates/string-from-array-of-objects/
Wed, 20 Nov 2019 07:00:00 +0200;#GTMTips: Walkthrough Of Custom Template Tests;Google Tag Manager now lets you add unit tests directly to your custom templates. This is useful, since it allows you to control the code stability of your templates, especially if you&rsquo ve decided to share those templates with the public.. I recently shared a general guide for how template tests work, but I wanted to expand the topic a little, and share with you two walkthroughs of custom template tests: one for a variable template and one for a tag template.;https://www.simoahava.com/gtm-tips/tag-template-test-walkthrough/
Fri, 15 Nov 2019 07:51:19 +0000;Google Tag Manager Monitor - Custom Tag Template;Use this template to set up a monitoring system for Google Tag Manager. With the monitor, you can collect data about tags that fired (or did not fire) with any given event. This information can be used to proactively fix issues with your tags.;https://www.simoahava.com/custom-templates/google-tag-manager-monitor/
Thu, 07 Nov 2019 14:00:00 +0200;Writing Tests For Custom Templates In Google Tag Manager;Google Tag Manager introduced the capability to add tests to your Custom Templates. Tests, in this context, refer specifically to unit tests that you write in order to make sure your template code works in a predictable way. Unit tests are also used to drive development, ensuring that you have added contingencies for all the different scenarios that the template, when coupled with user input, might introduce..  In this guide, I&rsquo ll introduce how the Tests feature works.;https://www.simoahava.com/analytics/writing-tests-for-custom-templates-google-tag-manager/
Thu, 07 Nov 2019 09:00:29 +0200;Custom Parameter Reporting In Google Analytics: App + Web;In Google Analytics: App + Web, you collect events. One event differs from another event by the name it uses. An event with the name page_view is different from, say, an event with the name file_download.. This is all run-of-the-mill stuff. You know this.. However, the fundamental change that App + Web introduces, when compared to Universal Analytics, is how event parameters are collected and processed..  This gets more complicated than it should be.;https://www.simoahava.com/analytics/custom-parameter-reporting-google-analytics-app-web/
Tue, 05 Nov 2019 09:00:33 +0200;Calculate Readability Scores For Content;There are lots of different readability formulas out there, which seek to provide an index on how readable any given excerpt of text is. Typically, these formulas output a grade-level score, which indicates, roughly, the level of education required to read the text excerpt with ease.. Any &ldquo quality index&rdquo that seeks to reduce the complexity of something as multi-faceted as reading should be subject to scrutiny. This is true for Bounce Rate, this is true for Time On Page, and this is true for a readability score.;https://www.simoahava.com/analytics/calculate-readability-scores-for-content/
