published;title;summary;link
Wed, 09 Sep 2020 09:18:14 -0400;The Kids Are All Right;Adults often find it really hard to talk about race. But kids? Maybe not so much. NPR received more than 2,000 entries in this year's Student Podcast Challenge, and we heard from young people all over the country about how they're thinking about race and identity in these trying times.;https://www.npr.org/2020/09/08/910836728/the-kids-are-all-right
Wed, 02 Sep 2020 14:28:53 -0400;Balls And Strikes;Matilda Crawford. Sallie Bell. Carrie Jones. Dora Jones. Orphelia Turner. Sarah A. Collier. In 1881, these six Black women brought the city of Atlanta to a complete standstill by going on strike. The strategies they used in their fight for better working conditions have implications for future generations of organizers — and resonances with the professional sports strikes happening today.;https://www.npr.org/2020/09/01/908305393/balls-and-strikes
Wed, 26 Aug 2020 00:06:57 -0400;The United States' Pre-Existing Conditions;How was the the richest and most powerful country in the world laid low by a virus only nanometers in size? Ed Yong, a science reporter for <em>The Atlantic</em>, says it's the inequities that have been with us for generations that made our body politic such opportunistic targets.;https://www.npr.org/2020/08/25/905846282/the-united-states-pre-existing-conditions
Wed, 19 Aug 2020 00:06:33 -0400;Keep Your Friends Closer;As part of our Ask Code Switch series, we're tackling your toughest questions about race and friendship. We help our listeners understand how race and and its evil play cousin, racism, affect how we make friends, keep friends, and deal with friend breakups. And we're doing it with help from WNYC's Death, Sex & Money podcast. Be a pal and listen.;https://www.npr.org/2020/08/18/903718460/keep-your-friends-closer
Wed, 12 Aug 2020 12:22:52 -0400;Kamala, Joe, And The Fissures In The Base;Black voters are the Democrats' most reliable and influential voting bloc. But this election has underscored the tensions between those Black voters, along generational and ideological lines — which could have major consequences on turnout this fall.;https://www.npr.org/2020/07/13/890416712/kamala-joe-and-the-fissures-in-the-base
Sat, 08 Aug 2020 11:35:48 -0400;Bonus Episode: Katrina, 15 Years Later;It's hurricane season, so this week, we're bringing you a bonus episode, from <em>the Atlantic</em>'s Floodlines podcast. On this episode, "Through the Looking Glass," host Vann R. Newkirk II looks at the way the media distorted what was happening in New Orleans in the days after the storm, scapegoating Black people for the devastation they were subjected to.;https://www.npr.org/2020/08/08/900468872/bonus-episode-katrina-15-years-later
Wed, 05 Aug 2020 00:00:06 -0400;The Long, Bloody Strike For Ethnic Studies;The largest public university system in the country, the Cal State system, just announced a new graduation requirement: students must take an ethnic studies or social justice course. But ethnic studies might not even exist if it weren't for some students at a small commuter college in San Francisco. Fifty years ago, they went on strike — and while their bloody, bitter standoff has been largely forgotten, it forever changed higher education in the United States.;https://www.npr.org/2020/08/04/899167279/the-long-bloody-strike-for-ethnic-studies
Wed, 29 Jul 2020 00:04:23 -0400;One Korean American's Reckoning;At a Black Lives Matter protest in Los Angeles, a young Korean American man named Edmond Hong decided to grab a megaphone. Addressing other Asian Americans in the crowd, he described the need to stop being quiet and complacent in the fight against racism. On this episode, we talk to Edmond about why he decided to speak out. And we check in with a historian about why so many people mistakenly believe that Asian Americans aren't political.;https://www.npr.org/2020/07/20/892974604/one-korean-americans-reckoning
Tue, 21 Jul 2020 23:18:16 -0400;Un-HolyLand? An Arab Muslim Reckoning With Racism;After his daughter's racist and anti-LGBTQ social media posts became public, an Arab-Muslim entrepreneur is fighting to keep his once-burgeoning business alive in the middle of a national — and personal — reckoning with anti-blackness.;https://www.npr.org/2020/07/20/892974522/un-holyland-an-arab-muslim-reckoning-with-racism
Fri, 17 Jul 2020 12:44:23 -0400;Remembering The 'Divine Diahann Carroll';On what would have been Diahann Carroll's 85th birthday, we're celebrating the legacy of the actress, model and singer. Reporter Sonari Glinton went to her estate sale and took a tour of some of the objects that represent important moments in Ms. Carroll's life. And because Diahann Carroll achieved so many firsts, the exhibit was more like a civil rights exhibit than an auction.;https://www.npr.org/2020/07/14/891177902/remembering-the-divine-diahann-carroll
Wed, 15 Jul 2020 13:03:00 -0400;What's In A 'Karen'?;"Karen" has become cultural shorthand for a white woman who wields her race as a cudgel. And look, we all love to hate a good Karen. But where did this archetype come from? What will the next iteration of Karen be? And what are we missing by focusing on the Karens of the world?;https://www.npr.org/2020/07/14/891177904/whats-in-a-karen
Wed, 08 Jul 2020 00:06:00 -0400;An Immune System;While it's <em>technically</em> possible to win a civil lawsuit against police officers for wrongdoing, there's a reason it almost never happens: a legal technicality called qualified immunity. On this episode, we look at how a law meant to protect Black people from racist violence gave way to a legal doctrine that many people see as the biggest obstacle to police reform.;https://www.npr.org/2020/06/12/876212065/an-immune-system
Wed, 01 Jul 2020 14:24:51 -0400;We Aren't Who We Think We Are;Every family has a myth about who they are and where they came from. And there are a lot of reasons people tell these stories. Sometimes it's to make your family seem like they were part of an important historical event. Other times, it's to hide something that is too painful to talk about. That last point can be especially true for African American families.;https://www.npr.org/2020/06/30/885179622/we-arent-who-we-think-we-are
Sat, 27 Jun 2020 00:00:12 -0400;They Don't Say Our Names Enough;This year, Pride Month intersects with a surge of protests against racism and police brutality. So this week, courtesy of The Nod podcast, we're looking back at the life of Storme DeLarverie — a Black butch woman who didn't pull any punches when it came to protecting her community from violence.;https://www.npr.org/2020/06/26/884080764/they-dont-say-our-names-enough
Wed, 24 Jun 2020 00:08:11 -0400;Author Karla Cornejo Villavicencio Talks 'The Undocumented Americans';In her new book, <em>The Undocumented Americans</em>, Karla Cornejo Villavicencio writes about delivery men, housekeepers, and day laborers — the undocumented immigrants who are often ignored while the media focuses its attention on Dreamers. "I wanted to learn about them as the weirdos we all are outside of our jobs," she writes.;https://www.npr.org/2020/06/23/882551486/the-undocumented-americans
Fri, 19 Jun 2020 14:54:00 -0400;DACA Decision: Check-In with Miriam Gonzalez;When the Supreme Court ruled on Thursday that DACA could remain in place, recipient Miriam Gonzalez was relieved. As a plaintiff in the case, she's been fighting to keep the program alive since 2017 and we've been following her story. In this bonus episode — an update on Miriam, and why this decision is such a big deal.;https://www.npr.org/2020/06/19/880878932/daca-decision-check-in-with-miriam-gonzalez
Tue, 16 Jun 2020 23:55:07 -0400;Why Now, White People?;The video is horrific, and the brutality is stark. But that was the case in Ferguson, Mo., in 2014 and Minnesota in 2016. This time, though, white people are out in the streets in big numbers, and books such as "So You Want to Talk About Race" and "How to Be an Antiracist" top the bestseller lists. So we asked some white people: What's different this time?;https://www.npr.org/2020/06/16/878963732/why-now-white-people
Fri, 12 Jun 2020 08:53:53 -0400;Bonus Episode: 'Not Just Another Protest';Suffice it to say, the past few weeks have been a lot to unpack. So today, we're bringing you a special bonus episode from our friends at It's Been a Minute with Sam Sanders. The podcast explores how protests have changed over time, and how certain people's thoughts about race are evolving.;https://www.npr.org/2020/06/12/875593002/bonus-episode-not-just-another-protest
Wed, 10 Jun 2020 00:11:00 -0400;Unmasking The 'Outside Agitator';Whenever a protest boils up, it's a safe bet that public officials will quickly blame any violence or disruption on "outside agitators." But what, exactly, does it mean to be an agitator? And can these mysterious outsiders be a force for good?;https://www.npr.org/2020/06/09/873592665/unmasking-the-outside-agitator
Sun, 31 May 2020 11:15:00 -0400;A Decade Of Watching Black People Die;The last few weeks have been filled with devastating news — stories about the police killing black people. At this point, these calamities feel familiar — so familiar, in fact, that their details have begun to echo each other.;https://www.npr.org/2020/05/29/865261916/a-decade-of-watching-black-people-die
Tue, 26 May 2020 22:45:53 -0400;Songs Giving Us (Much Needed) Life;Talking about race can get real heavy, real fast. Listening to music is one way people have been lightening the mood and sorting through their feelings. So this week, we're sharing some of the songs that are giving all of us life during this especially taxing moment.;https://www.npr.org/2020/05/26/862386172/songs-giving-us-much-needed-life
Wed, 20 May 2020 12:17:25 -0400;COVID Diaries: Jessica And Sean Apply For A Loan;On March 1, two Los Angeles-based capoeira instructors realized a dream almost 15 years in the making — they opened up their very own gym. Two weeks later, California's stay-at-home order went into effect, and the gym shut its doors. This week, we follow the two of them as they navigate how to keep their dream alive in the midst of the coronavirus pandemic.;https://www.npr.org/2020/05/19/859131500/covid-diaries-jessica-and-sean-apply-for-a-loan
Wed, 13 May 2020 00:02:23 -0400;Ask Code Switch: The Coronavirus Edition;We take on some of your questions about race, the coronavirus and social distancing. The questions are tricky, and as usual on Code Switch, the reality is even trickier.;https://www.npr.org/2020/05/12/854977002/ask-code-switch-the-coronavirus-edition
Wed, 06 May 2020 15:45:04 -0400;What Does 'Hood Feminism' Mean For A Pandemic?;The coronavirus pandemic has exacerbated issues that disproportionately affect women. So on this episode, we're talking to Mikki Kendall — author of the new book, <em>Hood Feminism — </em>about what on-the-ground feminism practiced by women of color can teach us that the mainstream feminist movement has forgotten.;https://www.npr.org/2020/05/05/850963562/what-does-hood-feminism-mean-for-a-pandemic
Wed, 29 Apr 2020 00:23:57 -0400;When Poets Decide Who Counts;All month long, we've been answering versions of one giant question: Who counts in 2020? Well, April is poetry month, so we decided to end our series by asking some of our favorite poets who <em>they </em>think counts — and how all of that has changed in these strange, new times.;https://www.npr.org/2020/04/22/840958430/when-poets-decide-who-counts
Fri, 24 Apr 2020 00:02:02 -0400;Puerto Rico, Island Of Racial Harmony?;Many Puerto Ricans grow up being taught that they're a mixture of three races: black, white and indigenous. But on the U.S. census, a majority of Puerto Ricans choose "white" as their only race. On this episode, we're looking into why that is, and the group of people trying to change it.;https://www.npr.org/2020/04/23/842832544/puerto-rico-island-of-racial-harmony
Wed, 22 Apr 2020 00:02:00 -0400;The News Beyond The COVID Numbers;Throughout the coronavirus pandemic, numbers have been flying at us about the spread of the illness—and then the next minute those same numbers are refuted. This week, we're talking to Alexis Madrigal at <em>The Atlantic </em>about why the data is so all over the place, and why that matters, especially for people of color.;https://www.npr.org/2020/04/21/840609912/the-news-beyond-the-covid-numbers
Wed, 15 Apr 2020 12:59:38 -0400;Black Like Who?;It's one of the thorniest questions in any theoretical plan for reparations for black people: Who should get them? On this episode, we dig into some ideas about which black people should and shouldn't receive a payout — which one expert estimates would cost at least $10 trillion.;https://www.npr.org/2020/04/14/834027120/black-like-who
Sat, 11 Apr 2020 07:00:35 -0400;Why The Coronavirus Is Hitting Black Communities Hardest;Many have referred to COVID-19 as a "great equalizer." But the virus has actually exacerbated all sorts of disparities. When it comes to race, black Americans account for a disproportionate number of coronavirus-related deaths in the U.S. In this bonus episode from Slate's "What Next" podcast, reporter Akilah Johnson talks about the many reasons why.;https://www.npr.org/2020/04/10/832238018/why-the-coronavirus-is-hitting-black-communities-hardest
Wed, 08 Apr 2020 00:18:00 -0400;A Treacherous Choice And A Treaty Right;The Principal Chief of Cherokee Nation told his people to stay strong during this pandemic, and to remember how much they've endured over a long history that includes the Trail of Tears. This episode takes a look at the treaty, signed almost 200 years ago, that caused that suffering, and how it's being used now as a call to action.;https://www.npr.org/2020/03/31/824647676/a-treacherous-choice-and-a-treaty-right
Wed, 01 Apr 2020 01:09:49 -0400;Mother, Should I Trust The Census Bureau?;Right now, the U.S. Census Bureau is trying to count every single person living in the country. It's a complex undertaking with enormous stakes. But some people are very afraid of how that information will be used by the government — especially given how it's been misused in the past. The first in our series about who counts in 2020.;https://www.npr.org/2020/03/31/824922461/who-counts-in-2020
Wed, 25 Mar 2020 10:22:31 -0400;Code Switch: Race. In Your Face.;Code Switch is a weekly podcast that explores how race intersects with every aspect of our lives. Hosts Shereen Marisol Meraji and Gene Demby bring honesty, empathy and nuance to challenging conversations.;https://www.npr.org/2020/03/25/821345446/code-switch-race-in-your-face
Wed, 25 Mar 2020 00:04:00 -0400;Sex, Friendship And Aging: 'It's Not All Downhill From Here';This week, senior correspondent Karen Grigsby Bates talks with the best-selling author Terry McMillan, famous for her novels <em>Waiting to Exhale</em> and <em>How Stella Got Her Groove Back. </em>The two longtime friends chat about McMillan's latest novel, <em>It's Not All Downhill From Here</em>, and the topics the book tackles: aging, friendship, race and sex.;https://www.npr.org/2020/03/24/820775968/sex-friendship-and-aging-it-s-not-all-downhill-from-here
Wed, 18 Mar 2020 00:03:00 -0400;The All-Women Mariachi Group That's Lifting Our Spirits;With all this pandemic anxiety swirling, we thought you might need some music to take your mind off things. So this week, we've got an episode from<a href="https://www.latinousa.org/2019/10/25/flordetolo/"> our friends over at Latino USA</a>. It's about Flor de Toloache, an all-women mariachi group that's making history by bucking tradition and playing a style of music that's usually performed by men.;https://www.npr.org/2020/03/17/817316400/the-all-women-mariachi-group-thats-lifting-our-spirits
Wed, 11 Mar 2020 00:18:19 -0400;The Limits Of Empathy;In matters of race and justice, empathy is often held up as a goal unto itself. But what comes <em>after</em> understanding? In this episode, we're teaming up with Radio Diaries to look at the career of a white writer who put herself in someone else's skin — by disguising herself as a black woman — to find out what she learned, and what she couldn't.;https://www.npr.org/2020/03/06/812864654/the-limits-of-empathy
Wed, 04 Mar 2020 00:37:28 -0500;When Fear Of The Coronavirus Turns Into Racism And Xenophobia;As international health agencies warn that COVID-19 could become a pandemic, fears over the new coronavirus' spread have activated old, racist suspicions toward Asians and Asian Americans. It's part of a longer history in the United States, in which xenophobia has often been camouflaged as a concern for public health and hygiene.;https://www.npr.org/2020/03/02/811363404/when-xenophobia-spreads-like-a-virus
Wed, 26 Feb 2020 00:00:49 -0500;Claude Neal: A Strange And Bitter Crop;Eighty-five years ago, a crowd of several thousand white people gathered in Jackson County, Florida, to participate in the lynching of a man named Claude Neal. The poet L. Lamar Wilson grew up there, but didn't learn about Claude Neal until he was in high school. When he heard the story, he knew he had to do something. Our final story about black resistance this month is about resisting the urge to forget history, even when remembering is incredibly painful.;https://www.npr.org/2020/02/25/809370459/claude-neal-a-strange-and-bitter-crop
Wed, 19 Feb 2020 00:01:00 -0500;Blexodus: The Black Exodus From The GOP;How did the party of the Ku Klux Klan became the party of choice for black voters? And how did the party of Abraham Lincoln become 90 percent white? It's a messy story, exemplified by the doomed friendship between Richard Nixon and his fellow Republican, Jackie Robinson.;https://www.npr.org/2020/02/13/805713126/blexodus-black-exodus-from-the-gop
Wed, 12 Feb 2020 00:01:49 -0500;Pt. 2: Black Parents Take Control, Teachers Strike Back;This is Part II of the story about the 1968 teachers' strike that happened in New York city after Black and Puerto Rican parents demanded more say over their kids' education. We'll tell you why some people who lived through it remember it as a strike over antisemitism.;https://www.npr.org/2020/02/06/803382499/pt-2-black-parents-take-control-teachers-strike-back
Wed, 05 Feb 2020 00:11:06 -0500;Black Parents Take Control, Teachers Strike Back;In 1968, a vicious battle went down between white teachers and black and Puerto Rican parents in a Brooklyn school district. Many say the conflict brought up issues that have yet to be resolved more than fifty years later.;https://www.npr.org/2020/02/04/802593244/black-parents-take-control-teachers-strike-back
Wed, 29 Jan 2020 00:00:25 -0500;Books For Your Mind, Belly And Soul;Books help teach us about the world, our communities and ourselves. So this week, the Code Switch team is chatting it up with the authors of some of our favorite recent (and not-so-recent) books by and/or about people of color.;https://www.npr.org/2020/01/28/800589806/books-for-your-mind-belly-and-soul
Thu, 23 Jan 2020 00:01:48 -0500;Bonus Episode: 'Between Friends' From WNYC;A text message gone wrong. A bachelorette party exclusion. A racist comment during the 2016 debates. When our friends at WNYC's Death, Sex and Money asked about the moments when race became a flashpoint in your friendships, they heard about awkward, funny, and deeply painful moments.;https://www.npr.org/2020/01/22/798622605/bonus-episode-between-friends-from-wnyc
Wed, 22 Jan 2020 00:43:15 -0500;Ask Code Switch: What About Your Friends?;We help our listeners understand how race and its evil play cousin, racism, affect our friendships. And we're doing it with help from WNYC's Death, Sex & Money podcast. Be a good friend and listen.;https://www.npr.org/2020/01/22/798367810/ask-code-switch-what-about-your-friends
Wed, 15 Jan 2020 00:02:00 -0500;Is The Door To Iran Closed Forever?;In light of all the news coming out of Iran, we're talking with Jason Rezaian — an Iranian-American author and journalist who has experienced Iran's contradictions up close.;https://www.npr.org/2020/01/10/795227290/is-the-door-to-iran-closed-forever
Wed, 08 Jan 2020 00:02:53 -0500;Carmen Maria Machado Takes Us 'In The Dream House';When Carmen Maria Machado started searching for stories about intimate partner violence in queer relationships, there wasn't much out there. But in her new memoir, she says that type of abuse can still be "common as dirt.";https://www.npr.org/2020/01/03/793291687/carmen-maria-machado-takes-us-in-the-dream-house
Wed, 01 Jan 2020 00:18:56 -0500;Beautiful Lies;So many people's New Year's resolutions are centered around getting in shape, updating their skincare routine, and generally being more attractive. But beauty ideals have a funny way of reinforcing society's ideas of who matters and why. Once you start to unpack them, things get real ugly real quick.;https://www.npr.org/2019/12/22/790639980/beautiful-lies
Wed, 25 Dec 2019 00:03:00 -0500;The Birth Of A 'New Negro';Can travel change your identity? It certainly did for one man. Alain Locke, nicknamed the 'Dean of the Harlem Renaissance,' traveled back and forth between Washington, D.C. and Berlin, Germany. In doing so, he was able to completely reimagine what it meant to be black and gay in the 1920s.;https://www.npr.org/2019/12/20/790381948/the-birth-of-a-new-negro
Wed, 18 Dec 2019 08:17:53 -0500;Slow Burn;The shootings of the Notorious B.I.G. and Tupac Shakur in the late 1990s are widely thought to be connected, but have never been officially solved. On the latest season of the Slow Burn podcast, Joel Anderson has been examining the rappers' meteoric rises, untimely deaths, and what they illustrate about race, violence, and policing in the United States, then and now.;https://www.npr.org/2019/12/17/788916589/who-shot-ya
Wed, 11 Dec 2019 11:52:00 -0500;The Reverse Freedom Rides;Many people have heard of the Freedom Rides of 1961, when black and white civil rights activists rode buses together to the South to protest segregation. But most people have never heard of what happened the very next summer, when Southern segregationists decided to strike back, using unsuspecting black families as pawns.;https://www.npr.org/2019/12/10/786790638/the-reverse-freedom-rides
Wed, 04 Dec 2019 00:03:39 -0500;Death Of A Blood Sport;Later this month, a Congressional ban will make cockfighting illegal in U.S. territories. Animal rights activists argue that the sport is cruel and inhumane. But in Puerto Rico, many people plan to defy the ban. They say cockfighting has been ingrained in the culture for centuries, and that the ban is an attempt to wipe out an integral part of Puerto Rican identity.;https://www.npr.org/2019/12/02/784229308/death-of-a-blood-sport
Wed, 27 Nov 2019 00:01:05 -0500;Sometimes Explain, Always Complain;It's Thanksgiving week, so we wanted to give y'all a question to fight about: How much context should you have to give when talking about race and culture? Is it better to explain every reference, or let people go along for the ride? Comedian Hari Kondabolu joins us to hash it out.;https://www.npr.org/2019/11/23/782331005/sometimes-explain-always-complain
Wed, 20 Nov 2019 00:02:06 -0500;Sex, Lies And Audio Tape;Sometimes, in order to understand yourself, you fumble through a tough conversation with your mom. Other times, you roll up to a sex club with your best friend. In his new fiction podcast "Moonface," producer James Kim explores all the messy, scandalous, cringe-worthy ways that different parts of our identities collide.;https://www.npr.org/2019/11/14/779530377/sex-lies-and-audio-tape
Wed, 13 Nov 2019 00:46:05 -0500;Status Update;Nearly 9 million people in the U.S. are part of a "mixed-status" family: some may be U.S. citizens some may have green cards others may face the constant specter of deportation. As the Supreme Court gets ready to decide the fate of DACA — a program that protects some undocumented people from being removed from the country — we check in with three siblings who all have different statuses, and whose fates may hinge on the outcome of this case.;https://www.npr.org/2019/11/12/778505580/status-update
Wed, 06 Nov 2019 00:18:23 -0500;Is This What It Means To Be White?;In 1965, a white minister and civil rights organizer, James Reeb, was killed by a group of white men in Selma, Ala. Reeb's death drew national outrage, but no one was ever held accountable. We spoke to two reporters — white Southerners of a younger generation — about the lies that kept this murder from being solved.;https://www.npr.org/2019/11/05/776399329/is-this-what-it-means-to-be-white
Wed, 30 Oct 2019 00:02:36 -0400;Fear In An Age Of Real-Life Horror;It's Halloween, and people are leaning into all things scary. But sometimes those celebrations of the macabre hit a little too close to home, brushing up against our country's very dark past. So how do you navigate fake-horror in the midst of so much that's actually terrifying?;https://www.npr.org/2019/10/16/770687072/fear-in-an-age-of-real-life-horror
Tue, 22 Oct 2019 20:26:00 -0400;A Strange And Bitter Crop;Eighty-five years ago, a crowd of several thousand white people gathered in Jackson County, Florida, to participate in the lynching of a man named Claude Neal. The poet L. Lamar Wilson grew up there, but didn't learn about Claude Neal until he was working on a research paper in high school. When he heard the story, he knew he had to do something.;https://www.npr.org/2019/10/21/772080008/a-strange-and-bitter-crop
Wed, 16 Oct 2019 00:18:09 -0400;President Trump's (Anti-)Social Media;The President's Twitter feed has become the White House's primary mechanism for communicating with the world. Ayesha Rascoe of NPR Politics took a deep dive into Trump's combative social media universe and found that he does not go after all of the objects of his ire in the same way.;https://www.npr.org/2019/10/14/770073501/president-trumps-anti-social-media
Wed, 09 Oct 2019 00:18:26 -0400;That's The Anthem, Get Your [Dang] Hands Up!;On this episode, we look closer at hit songs that have taken on broader resonances: from a wistful ode to Puerto Rico to a disco classic about outlasting and thriving to an enduring bop about pushy, unfortunate men — i.e., scrubs.;https://www.npr.org/2019/10/07/767901986/thats-the-anthem-get-your-dang]-hands-up
Wed, 02 Oct 2019 00:18:00 -0400;Political Prisoners?;In "Prison City," Wisconsin, white elected officials are representing voting districts made up mostly of prisoners. Those prisoners are disproportionately black and brown. Oh, and they can't actually vote.;https://www.npr.org/2019/10/02/764809210/political-prisoners
Wed, 25 Sep 2019 00:01:00 -0400;The Original Blexit;How is it that the party of Lincoln became anathema to black voters? It's a messy story, exemplified in the doomed friendship between Richard Nixon and his fellow Republican, Jackie Robinson.;https://www.npr.org/2019/09/25/763957341/the-original-blexit
Wed, 18 Sep 2019 00:01:00 -0400;The Black Table In The Big Tent;Black Republicans are basically unicorns — they might just be the biggest outliers in American two-party politics. So who are these folks who've found a home in the GOP's lily-white big tent? And what can they teach us about the ways we <em>all</em> cast our ballots?;https://www.npr.org/2019/09/18/761532953/the-black-table-in-the-big-tent
Wed, 11 Sep 2019 00:18:00 -0400;A Tale Of Two School Districts;In many parts of the U.S., public school districts are just minutes apart, but have vastly different racial demographics — and receive vastly different funding. That's in part due to Milliken v. Bradley, a 1974 Supreme Court case that limited a powerful tool for school integration.;https://www.npr.org/2019/09/11/731867149/a-tale-of-two-school-districts
Wed, 04 Sep 2019 00:00:00 -0400;Searching For Punks;Once upon a time, Kai Wright saw a movie called "Punks." A romantic comedy about black gay men, it was like nothing he'd ever seen before. But then it disappeared.;https://www.npr.org/2019/09/04/754918412/searching-for-punks
Wed, 28 Aug 2019 19:48:00 -0400;'20 And Odd. Negroes';In August of 1619, a British ship landed near Jamestown, Virginia with dozens of enslaved Africans — the first black people in the colonies that would be come the United States. Four hundred years later, some African Americans are still looking to Jamestown in search of home and a lost history.;https://www.npr.org/2019/08/28/754348666/20-and-odd-negroes
Wed, 21 Aug 2019 00:01:00 -0400;All That Glisters Is Not Gold;It's a widely accepted truth: reading Shakespeare is good for you. But what should we do with all of the bigoted themes in his work? We talk to a group of high schoolers who put on the Merchant Of Venice as a way to interrogate anti-Semitism, and then we ask an expert if that's a good idea.;https://www.npr.org/2019/08/21/752850055/all-that-glisters-is-not-gold
